ID,Jurisdiction,State,District_Type,District_Number,Candidate_Name,Party,Total_Amount,Total_For,Total_Against,PAC_Name,PAC_Type,PAC_ID,ID_Type,Citation_URL
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,CA,U.S. House,28,Adam Schiff,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483880,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483880
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,IL,U.S. House,10,Brad Schneider,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483881,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483881
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,MI,U.S. House,3,Hillary Scholten,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483882,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483882
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,IA,U.S. House,4,JD Scholten,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483883,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483883
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,WA,U.S. House,8,Kim Schrier,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483884,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483884
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,OH,U.S. House,1,Kate Schroder,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483885,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483885
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,FL,U.S. House,23,Debbie Wasserman Schultz,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483886,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483886
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,MO,U.S. House,2,Jill Schupp,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483887,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483887
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,FL,U.S. House,27,Donna Shalala,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483888,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483888
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,CA,U.S. House,30,Brad Sherman,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483889,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483889
SIERRA CLUB INDEPENDENT ACTION_10,Federal Office,NJ,U.S. House,11,Mikie Sherrill,D,10.00,10.00,0.00,SIERRA CLUB INDEPENDENT ACTION,Super PAC,C00483890,FEC,https://www.opensecrets.org/pacs/lookup2.php?cycle=2020&strID=C00483890
